Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-season111	3825.7	2936.0	7883.8	2673.3	1400.6	7362.1	10164.3	7316.8	4134.3	9580.3	6801.5	5038.1	3594.7	6229.2	1869.1	4460.3	3764.3	1178.5	3485.0	4143.0	9464.9	4512.0	16373.5	10389.1	2183.1	13806.7	22354.1	12125.4	8087.1	10449.4	459.6	728.9	962.4	11364.6	3543.0	3439.9	6758.8	2441.2	1140.7	7048.7	11826.1	7417.2	3593.2	9162.4	6852.0	5603.7	4305.4	7744.8	1541.2	6125.4	3953.6	1444.8	3767.2	3461.5	8165.6	5508.9	16906.2	11753.5	1875.9	14064.7	18709.0	14320.1	6733.6	9808.7	394.6	694.7	589.3	10864.1	35900.8	37174.0	235617.894837	236262.667171	471880.562008	2415880.0	1839944.701833
sub-season112	3035.9	2776.4	8031.5	3496.8	1423.0	7998.5	9654.6	7588.0	4587.6	11890.3	7584.3	6567.4	4704.0	7181.7	1886.0	4294.3	4912.7	1032.3	3435.6	3907.1	10318.2	4556.4	18241.0	11472.1	3338.1	15655.7	22955.0	16243.2	10032.2	10778.0	433.7	994.6	1103.2	10562.8	3380.5	3894.5	8453.7	2845.0	1179.6	6456.0	14500.6	7624.7	3890.1	10928.6	7561.6	7354.1	4277.4	7718.2	1858.5	5585.0	3421.1	1650.4	4123.1	4505.7	9675.4	4866.3	16773.6	11516.1	2208.5	15626.9	19796.4	15438.7	7769.8	11630.6	516.6	967.6	618.8	10995.1	39651.9	40889.6	260921.353974	260270.356667	521191.71064	2504528.0	1866319.603862
sub-season114	3462.0	1922.6	4910.3	2160.1	864.2	5113.4	8240.9	5400.5	3107.5	7229.9	5081.8	4094.3	3666.3	4336.5	1061.0	3657.4	2634.4	908.7	2759.2	2088.2	6252.0	3471.8	11874.4	8391.9	1486.7	10535.1	18639.0	11040.0	5967.3	7178.6	568.6	847.4	974.2	8105.9	3289.5	2211.0	4852.9	2381.1	551.2	4641.5	10965.6	4489.4	2693.9	8630.5	5497.5	4159.5	3600.7	4975.2	1189.1	4661.3	2718.5	968.7	2604.9	2008.4	6124.6	3175.4	13363.7	7966.7	1340.8	9478.9	16453.4	10733.7	5088.0	7184.8	375.4	594.9	536.2	7647.0	24443.9	24145.8	176076.110145	173874.388568	349950.498713	2020435.0	1463036.570722
sub-season116	3304.2	2841.9	7923.0	2337.1	775.5	6356.9	8607.7	7032.9	3956.8	9828.6	6662.7	5130.1	3703.7	5803.3	1419.0	4029.9	3713.3	1024.3	3646.0	3412.5	7391.3	4939.6	13616.5	9655.5	2213.5	15090.9	21733.0	12084.5	9026.8	10675.6	259.9	538.6	864.3	10524.7	3243.1	2126.6	6375.1	2849.4	734.7	5514.0	12628.9	5532.2	3453.7	9391.2	6833.0	6166.7	3986.3	6213.8	1445.0	4876.2	3915.0	1523.3	4333.2	4504.0	7778.8	4590.1	13534.0	10537.5	1944.4	15629.5	20569.1	11299.4	6588.4	8514.8	342.7	632.9	659.0	9902.7	35490.4	32397.8	224797.004565	222575.710335	447372.714899	2320031.0	1647607.876188
sub-season117	2659.7	3568.5	6448.8	2355.6	1497.5	7902.6	10351.4	9328.8	3375.2	12074.7	7718.9	5756.7	4742.9	7558.8	1949.2	4978.0	3838.7	1446.1	3948.9	2669.9	7228.2	5450.1	16106.5	11137.1	3284.3	16716.5	24254.2	14315.5	8816.5	9598.8	362.1	1179.0	871.7	10167.4	3150.8	3550.5	6433.0	2281.2	1306.3	7954.7	13652.6	7671.6	3701.4	11169.1	8222.0	5769.5	4135.4	7278.0	1645.9	6480.1	3223.3	1582.7	3859.1	3266.5	8639.5	6033.6	17492.3	10314.1	2478.5	17377.3	22364.7	13033.6	8976.5	10537.0	427.2	1104.4	581.2	10413.6	44488.6	42416.8	256928.703904	258143.251096	515071.955	2486782.0	1881811.932601
sub-season119	2844.6	2152.0	5771.9	2258.3	1163.5	5940.4	11744.5	6976.8	3804.8	10092.9	6100.2	4245.2	3877.9	5457.1	1530.2	4366.8	2794.9	779.4	2665.3	3073.8	5880.8	4074.5	11357.0	9592.4	2086.0	11069.3	18790.0	10386.0	6479.8	8780.8	412.4	983.0	843.7	9089.5	3112.5	2555.0	5703.4	2371.9	922.6	5185.9	11983.3	6528.2	2974.5	9378.3	6071.9	4648.2	3811.2	6144.0	1500.9	5593.2	2937.1	1171.9	2747.6	2927.5	6746.8	3828.8	11332.5	8644.7	1458.4	11311.1	17633.3	10796.1	5863.4	8975.3	584.5	862.3	776.2	8579.4	29864.6	28845.6	199409.47088	196553.393418	395962.864298	2095375.0	1562273.317563
sub-season120	2539.0	2376.7	6406.7	2412.8	590.7	6334.4	8757.8	7843.8	3746.4	11272.8	7468.2	4727.4	4035.8	6144.8	1490.1	3631.6	3584.2	1509.9	4282.9	2230.9	7158.6	3643.3	13242.4	9833.0	3047.1	14409.2	24948.3	11953.6	8329.2	9271.5	475.2	795.5	894.3	9168.5	2493.4	2842.8	7448.9	2433.9	732.9	6834.6	10608.5	6199.1	2934.7	10410.8	6666.0	4528.9	4143.8	6412.5	1700.7	5993.0	3248.9	1461.6	3365.4	2418.8	7897.6	3848.0	15089.6	8830.3	2085.3	17229.9	22302.4	12847.3	7403.4	9063.5	671.1	866.6	668.5	9398.2	41717.6	41273.4	232736.913973	231543.628414	464280.542387	2289975.0	1666242.769937
sub-season121	3860.2	3494.7	6126.1	3070.6	1077.7	7313.2	12888.8	7714.7	5509.3	11730.4	7536.1	6425.8	3255.2	5168.5	1732.5	3619.9	3518.5	1205.1	3402.9	4299.2	9178.3	4909.0	17151.2	10996.1	2850.9	13389.9	20037.6	14257.3	6753.5	8656.5	330.8	735.2	983.5	10742.7	3637.7	2464.4	5580.6	3244.5	907.0	7302.9	14672.9	6251.5	4744.9	14364.9	6644.6	6692.8	4393.9	6217.5	1579.8	4822.9	3116.0	1578.4	2979.8	4813.1	8569.1	4394.6	18097.3	11037.8	1902.5	13057.4	19669.2	14146.1	6373.5	8275.6	297.6	740.4	637.8	9377.5	33150.0	33748.0	235465.664447	233104.205171	468569.869618	2497555.0	1888531.516722
sub-season122	2952.9	2801.0	6423.9	2127.5	813.4	5328.8	8523.7	7045.0	4199.4	9039.6	6901.7	5437.3	4174.9	5773.0	1444.0	4920.5	4002.9	843.6	3378.7	2615.7	7749.9	4722.6	11777.6	10443.7	2901.8	15584.7	21322.1	13885.1	7627.2	9594.8	386.5	761.0	801.0	9814.6	2547.0	4191.9	5375.1	2619.4	732.1	6807.0	10501.9	5444.7	3535.9	9438.0	7319.1	5259.2	4189.3	5844.6	2220.4	5687.3	3855.0	1144.7	3081.2	2988.8	7766.6	4513.6	13080.4	10862.3	1945.1	15790.3	18280.0	13610.5	6905.5	7832.3	412.6	647.2	647.5	10139.4	28430.7	27543.3	212953.169521	210924.319104	423877.488625	2342240.0	1800090.211769
sub-season123	2788.7	3848.8	7352.5	2624.3	1014.1	7481.4	9752.9	7313.6	4849.5	12172.0	7889.3	6804.3	5440.5	7986.6	1657.2	4827.5	5570.9	1175.0	3957.7	4056.7	8144.6	3981.0	15345.6	10407.6	3686.7	15722.4	20482.8	13480.9	12969.7	12225.3	297.4	706.2	1004.4	11569.4	3285.1	2715.6	5965.6	2931.0	706.8	7999.4	11206.5	6354.7	3885.9	11509.5	7924.6	7605.4	4483.6	8871.2	2182.9	5481.4	4912.3	1827.3	3915.9	4160.3	8500.3	5016.4	13810.9	12402.5	2215.9	19285.0	22758.3	14474.0	9952.7	10518.6	469.4	911.9	860.0	11752.0	35034.6	37558.3	252098.50819	257685.930628	509784.438818	2547558.0	1859570.015429
sub-season124	2799.0	2010.2	4257.3	2866.2	938.5	6269.3	10409.2	5467.4	3447.6	12177.9	6544.6	4570.7	3220.0	5454.9	1378.0	3592.8	2408.6	1107.1	2827.3	2890.8	6163.7	3760.6	11719.9	8774.3	2475.6	13300.8	16418.3	11153.6	7643.8	6759.0	318.0	702.8	654.1	8459.3	2729.2	2117.2	4636.3	2179.5	785.2	6151.1	13133.1	5906.3	3189.1	10646.8	7729.8	5399.4	3828.6	5722.5	1180.3	5009.6	2508.0	1448.9	2813.0	2789.7	6734.2	3584.8	11293.2	9259.5	1726.6	13475.0	14761.7	11098.3	5827.5	7436.7	468.5	592.6	421.6	7722.8	31806.7	31626.5	197364.239966	196758.323335	394122.5633	2243293.0	1690908.580525
sub-season125	3107.5	2508.5	6953.0	2858.5	815.8	7039.4	9718.2	6172.7	3070.5	10920.8	5930.8	5339.1	3357.8	5177.7	1652.8	4692.7	3606.9	1216.6	3318.6	2519.3	7364.7	4093.9	12652.0	9909.5	2229.7	12517.1	19730.1	9494.3	8227.5	7815.0	395.8	828.8	906.7	9460.4	2818.4	2419.3	5452.9	2287.2	493.9	6398.7	10523.4	6213.7	2773.7	9591.0	6815.7	5403.1	3800.9	6115.8	1668.4	5489.8	3321.2	1100.5	3071.7	2741.7	6956.5	3903.4	11778.3	11005.0	2239.6	13628.7	17300.4	10526.5	7085.5	8324.0	449.9	639.2	548.5	8447.3	27769.0	27366.1	202345.370087	198074.243547	400419.613634	2309343.0	1608718.911125
sub-season126	2770.0	2710.4	6013.5	1994.4	778.8	6153.7	8379.1	5757.8	3382.2	9901.3	6570.4	5415.4	3804.5	4987.7	1107.2	3929.6	2671.3	852.2	2948.2	3365.1	7492.9	4322.1	13962.2	9804.0	1871.8	13189.0	19060.8	10599.0	7693.4	8679.2	470.2	933.8	816.3	10097.5	2222.7	2600.5	5260.5	2299.8	565.7	6622.0	11466.5	5884.7	3316.0	8567.3	7453.4	5377.7	3655.6	6512.1	1231.9	5042.0	2721.3	1442.8	2758.5	3429.2	7955.5	4001.7	14957.8	10729.0	1896.4	14169.1	16885.4	10859.8	6077.0	8432.4	453.3	669.7	661.7	8266.8	27877.5	27930.1	201546.779829	202726.410675	404273.190504	2182442.0	1664326.550661
sub-season127	2861.9	3815.7	6457.9	2804.3	977.7	6525.0	10947.7	7582.7	4289.3	11115.5	6975.8	5987.3	3273.5	6177.0	1577.7	4118.5	4372.4	1254.5	4194.5	3751.7	7809.1	5068.4	14125.7	9308.1	3237.7	13483.7	18905.7	11278.0	8524.2	8729.8	423.0	986.0	994.6	10938.2	2842.8	2998.2	6241.8	3188.0	721.5	6733.0	12876.7	6806.7	3510.8	11325.9	7062.6	7099.4	4619.6	7421.3	1634.5	5303.0	3454.1	1593.5	3353.4	4009.6	7682.3	4476.1	14036.4	9454.0	2026.9	14804.9	19867.6	11411.7	6782.0	7404.4	560.5	745.9	669.2	10692.2	35315.7	34759.8	231312.086602	230252.623597	461564.710199	2371767.0	1788638.710277
sub-season128	2290.9	2626.7	5068.8	2611.9	1006.8	6062.6	7786.7	6349.8	3918.8	9897.7	6469.7	5161.6	3806.5	4916.6	1433.8	3510.8	3789.1	849.4	3740.2	3312.3	10113.5	3844.5	13171.0	9277.1	2401.5	13322.3	15700.2	12178.2	7465.8	8372.2	341.3	781.2	763.9	9533.8	2272.5	2188.6	4761.4	3153.2	884.1	6089.0	10721.4	6455.0	3598.6	10219.3	6647.6	6021.1	4000.2	6084.3	1249.2	4197.0	3038.4	1100.2	3653.7	3902.1	8231.3	3309.9	13751.1	10199.7	2096.0	11535.5	18606.9	10278.8	6384.4	8413.1	395.0	536.5	561.1	8619.6	28220.4	29031.1	201626.825658	202791.18735	404418.013008	2164013.0	1630272.864062
sub-season129	3675.0	2433.4	5954.1	2270.8	668.0	5703.0	9240.5	5285.8	3875.2	9864.5	6482.9	5022.5	3598.8	4620.0	1276.0	4092.9	3530.1	1050.8	3153.9	2866.5	6587.0	3893.3	11811.0	7602.5	2037.7	11368.3	17623.1	8728.4	6712.0	7714.7	353.3	750.6	693.3	10227.4	3212.7	2510.5	4876.2	2272.9	629.9	6407.0	10391.0	5189.7	3205.6	8376.0	6291.5	5168.1	3419.7	5467.9	1209.6	4971.3	3564.3	1052.4	3114.2	2971.4	6285.1	3743.5	11988.6	7064.4	2038.8	11687.6	17462.2	10260.7	6120.5	8026.6	374.4	684.4	600.8	9662.5	24000.9	24048.3	188521.23993	186723.489591	375244.72952	2048487.0	1500330.289239
sub-season130	2832.5	2619.6	4891.6	2505.2	952.3	5990.2	9502.0	6038.7	3883.2	9940.7	6712.2	5219.6	4094.2	5699.7	1378.4	3734.0	3474.9	1067.9	3398.5	3271.0	6110.1	4207.9	11747.0	9667.8	2668.1	11640.5	17425.2	10132.8	7740.4	7076.7	430.6	893.1	683.5	9536.3	3192.1	3114.2	4871.3	2402.1	793.5	6440.8	11180.8	5701.1	3563.0	11653.5	6534.9	5365.9	3379.9	6026.3	1717.2	4490.5	2987.5	1599.3	3254.5	3066.3	6108.3	4328.2	12418.4	9625.3	2015.0	11689.6	16386.1	10515.1	5959.3	6576.0	426.5	731.4	466.0	10207.0	26248.8	26583.8	193553.765418	195275.04005	388828.805468	2226918.0	1550210.219428
sub-season131	4287.8	2809.4	8938.3	2392.6	1074.9	8088.9	13357.3	7614.3	4178.3	12080.9	7921.8	6109.4	4899.8	6577.5	1701.7	4419.7	4315.8	1002.2	3197.6	3758.5	7967.1	4280.3	15826.6	10609.3	3021.1	14183.5	21290.2	11266.3	8264.0	11655.0	332.1	697.8	1135.5	8538.2	4171.2	2440.7	6526.7	2844.4	950.0	7050.5	14898.1	6113.8	3421.4	10935.0	8436.1	7668.7	4711.3	7567.8	1819.2	6099.0	3598.1	1647.8	4326.6	3864.3	7991.5	4244.1	15408.8	9831.7	1956.3	17094.3	19843.6	12667.8	7307.7	9015.9	483.5	892.0	654.7	8001.1	42483.6	42056.7	249631.856495	248165.089779	497796.946275	2407628.0	1769658.917433
sub-season132	2291.1	1777.3	5541.3	2561.1	629.0	4659.9	7162.7	4527.9	2853.3	8216.7	4742.5	4444.2	3210.5	3335.7	1017.7	3051.6	2606.5	616.8	2405.5	2807.9	5363.6	2668.0	9582.2	8366.9	1545.5	9425.4	14744.6	10245.0	6101.0	6758.5	545.8	815.7	803.9	8217.2	2484.8	2055.3	4346.9	2563.8	658.4	4429.6	8629.4	4057.4	2524.9	8081.1	4982.9	4405.1	2880.1	4489.4	1156.0	3256.8	2587.6	779.4	2815.3	2590.5	5644.1	3054.1	10577.0	10088.7	1599.8	10241.0	12692.8	8487.9	5337.3	7324.2	348.9	522.6	539.3	7670.8	20962.4	20014.6	157943.632894	157768.13287	315711.765764	1878376.0	1438778.843677
sub-season133	2499.1	2542.0	6301.8	2355.4	876.2	5654.4	8177.3	4795.7	4042.7	9521.1	6811.3	5459.4	2707.8	4068.7	1215.9	4019.6	4269.2	1128.0	3546.7	3311.9	7453.4	4116.4	13726.2	9747.7	2541.5	12000.4	19492.1	9510.8	7376.5	7866.0	321.0	664.1	726.8	9677.6	3006.5	2620.4	5349.4	2478.8	866.9	5399.8	9980.0	4553.2	3011.9	8018.8	6583.7	5949.8	3716.1	5697.4	1436.7	5027.3	2777.4	1435.9	3527.5	3700.3	6786.9	3984.2	12307.7	9644.2	2227.1	14164.2	18819.9	11733.1	6265.2	7558.0	486.6	605.1	616.1	9182.2	29263.5	30749.5	201057.744697	203463.241533	404520.98623	2107532.0	1525111.068804
sub-season134	3443.7	2195.5	6750.6	2304.0	1412.9	7090.4	10122.3	6100.0	4085.2	9224.1	7072.0	5221.3	4130.6	5141.0	1578.6	4211.1	4580.6	1229.0	4130.0	3183.0	8212.5	3926.3	12942.9	8835.8	2481.4	11289.7	19010.8	11851.3	7902.9	9358.0	490.6	1113.2	887.2	10361.9	3263.5	2759.7	8365.1	2172.2	1200.6	6677.7	12216.3	6060.3	3925.5	9940.5	7591.9	5692.0	3706.8	6410.3	1463.6	4560.8	3858.7	1352.1	3703.3	3257.5	7779.2	3978.6	13162.6	9529.9	2558.2	11830.6	16711.6	11032.2	6891.9	9499.6	309.6	633.1	725.7	9404.9	22802.9	23442.9	201781.2145	200976.186278	402757.400779	2424398.0	1801835.406833
