Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-season135	3664.5	2367.4	5707.1	2117.6	1082.8	6953.7	9588.6	5140.0	3384.8	7490.2	7266.5	4326.8	4671.2	4530.8	1421.3	4594.8	4408.8	1257.4	3532.8	1991.2	7019.0	3626.8	11796.9	11211.3	1757.5	11582.3	15833.9	12916.2	8079.2	8153.9	605.2	1235.8	866.3	9782.0	2428.9	2183.5	5270.0	2301.2	805.6	6913.9	10366.6	7299.0	3285.1	8644.9	7625.6	4927.7	3791.6	5569.9	1583.3	4758.5	3728.4	1450.8	3973.9	2308.0	6698.2	3515.6	11796.9	12157.9	1561.5	12128.0	17217.5	12853.4	5736.7	8725.3	409.7	859.4	695.1	8872.2	32380.3	30702.9	202674.6162	203788.744874	406463.361075	2133176.0	1616004.375605
sub-season136	2851.6	1827.6	4610.9	2014.9	761.7	5931.4	7503.4	5912.9	2949.8	8591.5	5138.7	3571.3	3897.7	4152.5	1421.4	3649.0	3060.9	834.2	2965.1	2398.6	5726.8	3196.3	9579.5	7842.7	1526.2	9433.2	16462.5	11187.0	5567.2	6754.8	445.2	819.5	728.4	7880.3	1629.5	2210.5	4665.4	2370.5	619.2	5471.1	10499.2	5119.0	2437.3	9576.0	5051.0	4767.8	2780.9	5249.2	1467.1	3702.2	3960.1	1215.5	3251.5	2315.8	4996.9	3113.8	9662.8	7871.3	1383.9	10060.7	13439.5	9845.4	5179.3	6911.2	384.3	663.2	514.5	7796.6	21970.0	21835.9	169510.260645	168720.64707	338230.907716	1880623.0	1034049.470323
sub-season137	1870.1	2525.3	4878.4	3075.2	683.1	6709.5	8418.1	6427.4	3506.1	11005.2	6445.9	6164.9	3997.7	5775.5	1549.2	4073.5	3277.3	1228.0	3672.7	3926.8	6799.6	4255.2	13460.6	9355.6	2166.3	10316.6	20062.6	12464.7	8110.8	7854.6	315.6	609.6	758.3	9213.2	1947.6	2723.6	5072.9	3437.2	828.8	5794.8	9153.8	6046.8	2882.0	10412.6	6575.1	7116.1	3499.3	5912.0	1425.0	5517.2	2950.9	1419.7	3471.0	4066.1	6340.0	3955.5	12873.2	9485.1	2367.5	10541.6	18788.5	11726.0	6770.8	8696.1	288.7	775.4	636.0	9303.6	28445.9	29564.2	207747.824219	205701.65793	413449.482149	2083518.0	1491167.008964
sub-season138	3071.8	2127.9	6503.3	2389.7	701.6	5803.1	8670.0	6083.1	3516.0	8794.9	5841.9	4618.9	3734.9	5377.5	1342.4	3622.5	4265.6	1180.3	3738.1	2753.3	6322.9	4077.6	11126.8	8576.2	1624.1	10021.1	15785.8	10987.2	7939.3	7333.6	318.6	726.0	592.1	8240.8	2588.2	1754.9	5338.5	2129.6	574.6	5586.7	9412.3	5362.8	3352.7	10085.0	6075.3	5292.4	3607.4	5975.1	1549.0	4137.6	3432.7	1261.2	3468.7	2644.5	6155.7	3512.5	11392.9	8977.8	1404.4	10960.8	17193.1	10201.8	6332.7	7773.2	477.3	755.8	520.7	7561.5	26627.3	27628.2	188044.655511	186607.117543	374651.773054	2085871.0	1590894.208128
sub-season139	2811.1	3548.5	6936.3	2250.7	1124.0	6443.6	9709.7	6787.9	4214.7	9708.9	6810.8	5692.9	4719.6	5069.8	1659.5	3826.2	2954.3	817.3	2956.5	2446.9	6922.5	3882.3	12538.8	9683.8	2349.0	14227.3	20529.9	13955.9	8150.6	12891.2	393.9	691.7	763.9	9888.6	3371.6	2935.3	5947.5	2060.0	934.6	6598.1	13064.3	6413.0	3544.3	10315.7	6549.7	5376.4	3765.7	6695.1	1773.4	3369.9	3107.2	1589.0	4210.0	2792.7	7352.3	4558.0	12977.7	9950.6	2404.8	15327.7	19879.1	13188.2	7055.6	8602.1	385.1	773.6	568.6	10512.3	33516.9	32487.4	218755.024673	221215.484191	439970.508864	2298040.0	1604331.700794
sub-season202	3202.5	3890.6	8333.3	2454.8	1328.0	8270.3	11075.0	7849.6	5103.9	11017.5	8696.7	5057.4	3547.8	5584.0	1703.9	4636.1	4022.8	1249.6	3936.7	3173.4	9540.7	5339.6	13342.8	11630.9	3171.9	14434.3	21812.1	13704.0	10033.4	12254.9	393.0	964.2	931.1	11672.7	3109.4	2658.5	7615.9	2408.1	1249.4	7768.3	13961.2	7076.5	3441.1	9214.4	8311.4	6339.7	4841.9	6859.1	1411.7	6543.8	3514.7	1632.6	3685.8	3589.6	9411.8	4942.0	15556.0	13063.7	2178.4	13669.8	23277.2	13814.9	8644.3	10995.9	521.5	788.2	715.7	11090.9	38335.7	36821.4	251512.941439	251536.418429	503049.359868	2584848.0	1916711.049653
sub-season204	1528.9	2806.5	7152.7	2573.6	742.4	5647.1	8431.5	4703.6	3746.0	7612.4	6640.7	5978.4	3694.1	5083.9	1396.6	4512.1	3245.3	1056.1	3594.2	3332.2	7508.7	4559.8	12308.6	10859.3	2232.8	12203.8	19335.4	12125.2	8478.2	9839.9	343.5	642.7	935.1	10702.2	3011.4	2556.0	6172.4	2780.1	593.4	6190.6	9940.3	4701.2	3545.3	10403.2	6837.6	5649.8	3922.8	6187.1	1397.3	5181.9	3764.6	1231.9	3583.5	3292.2	6628.3	4396.0	11954.7	10406.0	1884.3	12451.8	17269.6	11774.4	6906.4	7502.2	491.4	711.1	688.0	10156.7	24567.0	25549.7	204052.346021	203702.647847	407754.993868	2116597.0	1570270.031681
sub-season206	2697.7	2056.0	4805.4	1542.7	876.0	5481.8	8444.1	5007.5	3131.3	6823.2	4260.4	3854.3	3215.9	4349.7	1319.9	3651.4	2608.1	782.4	2260.5	2151.6	5852.3	3195.2	10145.1	7356.6	1358.9	8431.1	15103.9	8891.9	5649.7	8276.5	369.9	650.4	646.2	8395.4	3140.0	1998.9	3669.7	2020.5	686.6	5349.4	9055.9	4955.6	2712.4	8376.6	5196.2	4056.9	2645.9	5270.0	1085.2	3868.2	2645.5	775.4	3146.3	2130.5	5429.4	3165.2	11789.7	7100.7	1338.7	7632.1	14752.3	8630.4	4930.5	8753.3	472.1	648.1	555.1	7576.4	17578.9	18796.9	153403.427183	155895.07888	309298.506063	1864545.0	1383391.526081
sub-season207	3618.6	2871.7	7420.6	2076.5	1129.9	7708.0	12229.2	6782.6	4263.2	10386.2	7165.6	6263.3	4145.7	6434.3	1422.7	4391.2	3801.6	1014.5	3508.7	3394.0	6407.3	5054.4	13838.5	10874.0	2875.4	15346.8	21386.6	14528.4	8950.9	10494.8	287.5	744.1	870.7	10822.6	2448.0	2686.5	4742.2	2366.3	945.7	7165.6	12528.3	7325.8	2958.5	11102.9	7320.9	5514.6	4113.3	6844.1	1376.9	6531.3	3217.5	1560.4	4289.7	2761.5	8647.4	4337.7	13031.0	11660.3	1724.8	17477.2	21449.4	14128.5	8953.6	10976.2	597.0	712.5	676.4	10026.2	38215.6	36834.3	240947.844115	240776.048107	481723.892222	2402611.0	1644214.533657
sub-season208	2307.8	2417.0	5190.7	1947.5	977.6	5585.8	6816.4	4812.4	3368.2	7908.8	5546.7	4410.1	3619.0	4925.0	1319.8	3733.3	2877.6	1095.7	3622.4	3064.9	6224.1	3499.5	11355.0	8843.6	1840.9	9845.1	17904.1	9646.7	6495.0	7503.0	453.5	1144.7	790.7	9517.3	2731.6	2142.9	4959.4	2023.4	871.9	4436.2	9318.7	5360.9	2488.2	8856.9	5584.6	4807.2	3508.8	4937.5	1055.5	4498.9	2516.0	1573.5	3637.6	2845.0	5789.6	3493.6	10726.2	8942.9	1801.0	10651.8	17420.0	9487.6	5886.8	7226.0	552.2	900.6	523.1	8575.2	20592.1	20581.8	174120.563861	172643.957327	346764.521188	2060147.0	1503990.502993
sub-season211	1400.9	1869.5	5981.7	2420.8	1216.4	5346.8	6236.5	4529.6	3099.5	9295.5	5372.6	4554.0	4433.5	4732.7	1271.6	4010.2	3100.7	854.4	3152.4	2719.6	5319.1	3360.2	12093.2	6962.8	1391.2	10177.8	17306.0	11952.0	6157.6	6583.1	461.8	726.3	829.5	7814.0	2368.3	2280.3	4890.4	2423.3	850.8	5620.2	7710.5	4223.4	2704.6	8650.4	5454.9	4866.7	3651.4	4342.1	1359.6	5367.1	3006.9	1162.1	3223.0	2989.1	5381.0	3449.2	12027.8	7479.8	1449.8	11176.3	16404.6	10412.3	5453.9	7207.2	629.1	811.0	531.2	7860.4	25343.1	25815.2	176924.905571	178095.427945	355020.333516	1905806.0	1286875.354328
sub-season212	3245.9	2566.9	5739.1	2567.7	801.0	5124.6	7964.0	5447.3	3554.6	7655.0	6078.4	4760.0	3177.0	4534.1	1465.9	3758.8	2889.2	922.6	2869.5	2514.8	6564.1	4144.3	12990.3	7765.5	2329.6	10907.7	17721.6	9922.0	6700.1	8483.9	294.6	615.8	903.8	8615.8	3133.9	2321.1	4911.2	1896.3	824.0	4985.7	10976.1	5356.5	3476.1	8446.2	5954.4	3955.1	4591.3	5298.8	1357.7	4410.3	2881.9	1316.7	3259.4	2276.2	6389.5	3810.6	11880.5	9444.3	1424.9	12718.2	17537.3	9949.5	5327.0	6597.4	622.8	781.8	669.5	8435.5	27259.1	26640.7	188147.636751	188390.97561	376538.612361	1968547.0	1442746.017587
sub-season213	3624.3	3320.7	7933.2	3015.3	739.7	7395.1	11870.4	8470.8	4524.0	11879.5	6919.1	5668.8	3806.5	6154.6	1456.3	4416.8	5135.1	1150.6	3570.5	3454.8	7338.7	5704.4	13687.4	11193.1	3011.7	15453.1	20315.0	12688.3	9676.8	9932.8	411.9	705.1	919.3	11054.0	4296.3	3276.4	8889.6	3417.2	1135.8	6155.5	11622.0	7884.2	4181.2	13501.3	7398.2	7204.4	4501.5	6980.7	1602.1	4585.4	4960.0	1200.3	3351.0	4067.4	7246.6	5297.3	14694.7	12096.8	1864.8	13653.7	19327.7	12848.9	7148.1	9851.9	529.0	871.0	836.4	10638.1	33166.6	32817.5	239923.184048	241646.892562	481570.07661	2545235.0	1832589.980648
sub-season214	2360.3	2683.4	5960.7	1843.9	773.6	6332.5	8355.5	5660.1	2702.1	9605.9	6529.4	5082.7	3801.9	5009.2	1383.3	5100.0	3578.9	1285.9	3170.8	2335.4	7425.3	3875.8	11505.7	9312.5	2622.2	12133.2	19970.1	12007.1	6681.3	8830.2	542.5	759.4	960.0	9641.4	2668.2	2766.2	4981.9	1990.7	622.2	5497.3	9565.3	5946.6	2823.9	8799.9	5847.7	4855.7	3558.2	6258.0	1273.6	5165.3	3142.4	1378.9	3036.2	2326.2	6643.2	4322.5	12446.0	8976.9	1627.5	13626.6	19227.0	11088.3	7123.9	8782.8	525.7	656.8	534.1	10545.2	29676.6	31051.2	199622.488594	199635.208134	399257.696728	2165983.0	1545556.131925
sub-season215	4038.3	2861.3	7308.0	2673.8	1112.5	6421.4	10145.4	7217.9	4691.1	11472.3	7410.4	6102.6	5630.3	7011.9	1456.7	4065.9	4163.3	1398.7	3677.2	3466.5	8754.1	4780.0	12666.1	9630.5	2353.8	16429.6	21334.0	11019.5	9445.5	10777.9	491.0	990.5	961.5	9695.4	4033.4	3431.8	7153.3	2985.1	1072.0	6781.0	11420.8	7901.7	3170.6	13042.8	8007.8	4803.2	4299.3	8774.0	1734.3	4918.9	3003.5	1831.4	3902.3	3000.8	8084.9	5164.3	13291.2	12389.7	1973.9	15201.2	19566.2	11762.0	6811.3	9333.9	550.7	942.3	593.2	10543.2	33560.0	33293.4	235118.100637	235528.513168	470646.613804	2521232.0	1890353.443068
sub-season216	2549.2	2536.1	6720.3	2156.5	874.0	5709.7	9979.4	4803.5	3543.1	8795.9	6637.0	5494.4	3548.1	4570.7	1483.2	4593.9	3233.7	1138.0	3398.4	2370.5	6247.9	4413.4	13171.0	7216.5	2365.5	11331.6	20051.4	10669.9	7104.6	7642.9	280.1	648.2	782.3	8182.7	2835.0	2573.6	6040.3	2567.9	727.2	6300.4	11476.6	4955.2	3535.1	8897.7	6705.1	5117.3	4002.8	5475.9	1770.6	5094.5	3019.2	1276.3	3038.3	2186.4	6132.7	3456.0	12788.8	8551.0	1695.4	12477.3	18812.7	12058.8	5999.6	6394.7	466.6	652.5	595.0	8218.6	39515.5	38461.3	207186.825557	205833.402409	413020.227966	2126160.0	1565935.634338
sub-season217	3479.8	2487.4	6218.7	2336.3	857.3	5509.0	8464.2	6289.0	3495.7	8689.1	5743.2	4767.3	3793.6	4952.0	1256.3	3390.1	3300.7	831.8	2821.1	3215.8	5969.4	4301.7	12610.8	7413.7	1840.1	10099.0	18275.9	9857.0	7362.1	7944.6	369.9	632.7	830.2	8696.0	2596.4	2800.1	5846.9	2480.9	633.3	5163.7	9595.5	5354.4	3280.2	9150.4	5925.4	5055.8	3700.6	5654.5	1385.4	4190.7	3463.1	1059.9	3250.9	3103.1	6596.4	4072.8	12539.2	8644.0	1992.9	11077.9	17044.8	10412.6	6323.1	7923.1	396.1	602.9	588.0	8403.8	31285.7	31545.8	193300.768286	195314.640624	388615.40891	2004816.0	1508800.304795
