rh.aparc.a2009s.volume	rh_G&S_frontomargin_volume	rh_G&S_occipital_inf_volume	rh_G&S_paracentral_volume	rh_G&S_subcentral_volume	rh_G&S_transv_frontopol_volume	rh_G&S_cingul-Ant_volume	rh_G&S_cingul-Mid-Ant_volume	rh_G&S_cingul-Mid-Post_volume	rh_G_cingul-Post-dorsal_volume	rh_G_cingul-Post-ventral_volume	rh_G_cuneus_volume	rh_G_front_inf-Opercular_volume	rh_G_front_inf-Orbital_volume	rh_G_front_inf-Triangul_volume	rh_G_front_middle_volume	rh_G_front_sup_volume	rh_G_Ins_lg&S_cent_ins_volume	rh_G_insular_short_volume	rh_G_occipital_middle_volume	rh_G_occipital_sup_volume	rh_G_oc-temp_lat-fusifor_volume	rh_G_oc-temp_med-Lingual_volume	rh_G_oc-temp_med-Parahip_volume	rh_G_orbital_volume	rh_G_pariet_inf-Angular_volume	rh_G_pariet_inf-Supramar_volume	rh_G_parietal_sup_volume	rh_G_postcentral_volume	rh_G_precentral_volume	rh_G_precuneus_volume	rh_G_rectus_volume	rh_G_subcallosal_volume	rh_G_temp_sup-G_T_transv_volume	rh_G_temp_sup-Lateral_volume	rh_G_temp_sup-Plan_polar_volume	rh_G_temp_sup-Plan_tempo_volume	rh_G_temporal_inf_volume	rh_G_temporal_middle_volume	rh_Lat_Fis-ant-Horizont_volume	rh_Lat_Fis-ant-Vertical_volume	rh_Lat_Fis-post_volume	rh_Pole_occipital_volume	rh_Pole_temporal_volume	rh_S_calcarine_volume	rh_S_central_volume	rh_S_cingul-Marginalis_volume	rh_S_circular_insula_ant_volume	rh_S_circular_insula_inf_volume	rh_S_circular_insula_sup_volume	rh_S_collat_transv_ant_volume	rh_S_collat_transv_post_volume	rh_S_front_inf_volume	rh_S_front_middle_volume	rh_S_front_sup_volume	rh_S_interm_prim-Jensen_volume	rh_S_intrapariet&P_trans_volume	rh_S_oc_middle&Lunatus_volume	rh_S_oc_sup&transversal_volume	rh_S_occipital_ant_volume	rh_S_oc-temp_lat_volume	rh_S_oc-temp_med&Lingual_volume	rh_S_orbital_lateral_volume	rh_S_orbital_med-olfact_volume	rh_S_orbital-H_Shaped_volume	rh_S_parieto_occipital_volume	rh_S_pericallosal_volume	rh_S_postcentral_volume	rh_S_precentral-inf-part_volume	rh_S_precentral-sup-part_volume	rh_S_suborbital_volume	rh_S_subparietal_volume	rh_S_temporal_inf_volume	rh_S_temporal_sup_volume	rh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-season135	2216.0	2365.0	2782.0	3384.0	3486.0	5140.0	2329.0	2305.0	1672.0	860.0	3715.0	4968.0	1639.0	3385.0	10008.0	20258.0	1374.0	2287.0	5351.0	3465.0	4605.0	4625.0	3716.0	8043.0	7655.0	8095.0	6735.0	3571.0	6351.0	7519.0	2117.0	374.0	1156.0	4523.0	2921.0	1766.0	9128.0	7713.0	528.0	750.0	2780.0	5869.0	7679.0	2749.0	3118.0	1846.0	1027.0	2117.0	2278.0	2602.0	599.0	3419.0	2229.0	3726.0	444.0	5162.0	991.0	1934.0	1077.0	1349.0	3641.0	518.0	756.0	3000.0	4318.0	799.0	3439.0	2723.0	1847.0	302.0	2660.0	2402.0	8562.0	497.0	1740537.0	1616004.375605
sub-season136	1753.0	2817.0	2516.0	3141.0	2984.0	5137.0	2613.0	2567.0	1123.0	712.0	3319.0	5211.0	1327.0	3237.0	9038.0	15770.0	1408.0	2179.0	6536.0	2934.0	5252.0	3727.0	3533.0	7087.0	6457.0	6041.0	5670.0	2080.0	5832.0	5090.0	1649.0	564.0	693.0	4758.0	1880.0	1597.0	6688.0	8554.0	559.0	320.0	2220.0	4581.0	6497.0	2361.0	2703.0	1721.0	963.0	1955.0	1848.0	1732.0	636.0	3652.0	2545.0	3059.0	490.0	5522.0	1083.0	1782.0	1516.0	1534.0	2862.0	752.0	690.0	1959.0	3195.0	857.0	2934.0	2723.0	1473.0	354.0	1943.0	1822.0	9919.0	391.0	1508104.0	1034049.470323
sub-season137	1823.0	3276.0	2762.0	2691.0	2290.0	6158.0	2488.0	2944.0	1247.0	973.0	4151.0	3706.0	1050.0	2001.0	9424.0	20975.0	1555.0	2734.0	5751.0	3647.0	4775.0	5894.0	3805.0	7952.0	6210.0	6996.0	5994.0	3092.0	6238.0	6160.0	2032.0	637.0	1187.0	5168.0	2173.0	1856.0	7132.0	8068.0	727.0	517.0	2233.0	5009.0	7270.0	3858.0	3119.0	2152.0	1431.0	2024.0	2458.0	1855.0	491.0	2641.0	2826.0	3499.0	434.0	4787.0	1107.0	1903.0	1508.0	1394.0	2999.0	651.0	1180.0	2006.0	4343.0	1359.0	2768.0	2302.0	2133.0	390.0	1556.0	2037.0	7956.0	369.0	1685494.0	1491167.008964
sub-season138	2319.0	2336.0	2652.0	2936.0	2934.0	5096.0	2214.0	2505.0	1469.0	597.0	2683.0	3623.0	1333.0	2611.0	9310.0	21345.0	1450.0	2185.0	5047.0	3116.0	5411.0	5582.0	3446.0	8048.0	7412.0	6223.0	5676.0	3650.0	6604.0	6416.0	1638.0	507.0	855.0	5972.0	2552.0	1850.0	7237.0	9331.0	841.0	307.0	2275.0	5318.0	7592.0	2039.0	3672.0	2221.0	806.0	1777.0	1877.0	1500.0	665.0	4446.0	2758.0	4886.0	574.0	3664.0	1445.0	1461.0	752.0	1673.0	3324.0	717.0	1037.0	2695.0	2721.0	915.0	3435.0	3388.0	2137.0	386.0	2586.0	1659.0	10495.0	477.0	1653842.0	1590894.208128
sub-season139	1713.0	2185.0	2266.0	3090.0	3183.0	6399.0	2992.0	2889.0	1321.0	949.0	2799.0	3362.0	1181.0	2810.0	11175.0	20284.0	1639.0	2442.0	5122.0	2716.0	5212.0	5028.0	4253.0	6922.0	7966.0	6635.0	6526.0	3520.0	6839.0	5943.0	1472.0	1087.0	1170.0	5224.0	2731.0	1554.0	6386.0	8649.0	745.0	445.0	1980.0	5569.0	6448.0	2377.0	3396.0	1954.0	1254.0	2159.0	2425.0	1716.0	447.0	3571.0	3328.0	3920.0	301.0	4966.0	1224.0	1891.0	900.0	2158.0	3656.0	1026.0	970.0	2352.0	2722.0	1190.0	3453.0	2834.0	1763.0	331.0	2015.0	1844.0	12667.0	502.0	1798038.0	1604331.700794
sub-season202	2727.0	2617.0	3421.0	4945.0	3051.0	7907.0	3688.0	3637.0	1939.0	552.0	3329.0	4114.0	1385.0	2320.0	13675.0	24283.0	2125.0	3438.0	6139.0	3059.0	6623.0	6015.0	6208.0	9724.0	10868.0	8341.0	6757.0	5917.0	9048.0	8341.0	2417.0	1123.0	1369.0	6917.0	3554.0	2663.0	8798.0	10876.0	717.0	490.0	2667.0	5145.0	6737.0	3322.0	4656.0	2701.0	1528.0	2509.0	2617.0	2839.0	556.0	2766.0	4719.0	6311.0	904.0	5439.0	702.0	1922.0	1369.0	2114.0	3274.0	821.0	1125.0	3651.0	4214.0	1232.0	3988.0	4413.0	2005.0	445.0	2447.0	2328.0	12391.0	628.0	2092033.0	1916711.049653
sub-season204	1949.0	2770.0	2759.0	3051.0	2402.0	6504.0	3451.0	3335.0	1965.0	824.0	3413.0	3964.0	1329.0	2801.0	12051.0	17406.0	1827.0	2445.0	5052.0	3660.0	6105.0	4904.0	3110.0	8005.0	6545.0	6086.0	5189.0	3201.0	5709.0	5887.0	2327.0	1154.0	1153.0	5361.0	2327.0	1524.0	6333.0	8557.0	461.0	520.0	2290.0	5040.0	5823.0	2719.0	2699.0	2284.0	1249.0	2363.0	2494.0	1567.0	563.0	3482.0	3306.0	3671.0	458.0	4135.0	1025.0	2188.0	946.0	1582.0	3012.0	650.0	1313.0	2196.0	3695.0	1026.0	3579.0	2728.0	2180.0	577.0	2463.0	1679.0	11065.0	610.0	1699540.0	1570270.031681
sub-season206	2146.0	3265.0	2326.0	3184.0	3152.0	4762.0	2343.0	2154.0	1510.0	597.0	2559.0	3632.0	1140.0	2560.0	6914.0	18633.0	1617.0	2203.0	4706.0	2365.0	5003.0	3942.0	4042.0	6409.0	7912.0	8035.0	4463.0	3034.0	6276.0	5387.0	1645.0	626.0	768.0	4305.0	1728.0	1609.0	5583.0	8976.0	533.0	477.0	2215.0	4597.0	6963.0	2464.0	3076.0	1424.0	1067.0	1634.0	2446.0	1871.0	567.0	2320.0	1693.0	3244.0	745.0	4916.0	1043.0	1371.0	941.0	1527.0	2655.0	433.0	613.0	1406.0	2295.0	932.0	3162.0	2778.0	2249.0	518.0	1888.0	1475.0	10233.0	317.0	1468948.0	1383391.526081
sub-season207	2433.0	3428.0	3545.0	3324.0	3259.0	6067.0	3363.0	3444.0	1208.0	588.0	3180.0	4041.0	1768.0	3088.0	11280.0	22264.0	1538.0	2816.0	5205.0	3059.0	4847.0	4587.0	3644.0	8867.0	8022.0	8019.0	6184.0	4545.0	6310.0	6281.0	2015.0	542.0	1348.0	6761.0	2938.0	2073.0	8164.0	9889.0	672.0	237.0	2883.0	5441.0	7137.0	2794.0	3698.0	3188.0	1439.0	1858.0	2602.0	2212.0	739.0	3576.0	4397.0	4893.0	605.0	5507.0	942.0	1960.0	1750.0	1504.0	3854.0	868.0	1224.0	2271.0	3813.0	1143.0	4639.0	2041.0	1869.0	335.0	1816.0	2002.0	11829.0	468.0	1922918.0	1644214.533657
sub-season208	2595.0	2968.0	2750.0	2847.0	3543.0	6451.0	2506.0	3429.0	1608.0	667.0	3185.0	4049.0	2055.0	2849.0	9648.0	21345.0	1568.0	2470.0	5375.0	2716.0	6088.0	5649.0	3443.0	9470.0	8148.0	6253.0	4630.0	3669.0	6450.0	4843.0	1677.0	521.0	919.0	6397.0	2408.0	1835.0	6590.0	8529.0	668.0	281.0	2534.0	5229.0	8771.0	2799.0	3686.0	2104.0	1102.0	1744.0	2577.0	1263.0	585.0	3777.0	3568.0	3512.0	688.0	5188.0	899.0	1620.0	1190.0	1462.0	2920.0	877.0	674.0	2661.0	4015.0	836.0	3180.0	2461.0	2374.0	418.0	1380.0	1810.0	11023.0	497.0	1641376.0	1503990.502993
sub-season211	1625.0	2485.0	3422.0	2867.0	2835.0	5083.0	2512.0	2817.0	1362.0	537.0	4128.0	3336.0	994.0	2948.0	10259.0	18962.0	1600.0	1850.0	5511.0	3222.0	5223.0	4780.0	4028.0	6893.0	5795.0	5204.0	5768.0	3603.0	6784.0	5870.0	2060.0	675.0	1201.0	4342.0	1935.0	1612.0	5326.0	6995.0	666.0	322.0	2806.0	6113.0	6097.0	2763.0	3225.0	2186.0	1229.0	1805.0	1951.0	1766.0	813.0	3081.0	2379.0	4183.0	450.0	5258.0	1146.0	1995.0	972.0	1202.0	3027.0	772.0	1271.0	2064.0	3487.0	1058.0	2744.0	2271.0	1906.0	330.0	1895.0	1461.0	8122.0	577.0	1553085.0	1286875.354328
sub-season212	2134.0	2367.0	2602.0	2637.0	3017.0	5737.0	2471.0	2409.0	1498.0	745.0	2695.0	2785.0	972.0	2737.0	8693.0	19040.0	1389.0	1823.0	4868.0	2041.0	4697.0	3957.0	3607.0	8193.0	8813.0	4776.0	4920.0	3934.0	6555.0	5013.0	2444.0	736.0	754.0	5010.0	1605.0	1527.0	6419.0	7605.0	435.0	378.0	2215.0	5291.0	7529.0	2267.0	3532.0	1924.0	862.0	1853.0	2479.0	1380.0	461.0	2459.0	3102.0	3845.0	558.0	4407.0	824.0	1506.0	958.0	1350.0	2821.0	834.0	740.0	2562.0	3344.0	984.0	3115.0	2265.0	1946.0	870.0	1827.0	1833.0	9720.0	359.0	1572130.0	1442746.017587
sub-season213	2296.0	5717.0	3192.0	4371.0	3702.0	6869.0	3563.0	3387.0	2146.0	1364.0	5225.0	4527.0	1276.0	3409.0	12491.0	21455.0	1698.0	2783.0	6887.0	3600.0	7096.0	8028.0	3674.0	7662.0	9762.0	7449.0	6390.0	4735.0	7576.0	7720.0	1972.0	882.0	1535.0	5625.0	3834.0	1898.0	8538.0	11555.0	619.0	574.0	2322.0	8886.0	8126.0	4034.0	3818.0	2766.0	1060.0	2259.0	2518.0	1616.0	847.0	4492.0	4630.0	4778.0	925.0	6084.0	1990.0	2270.0	1356.0	2025.0	3879.0	551.0	1126.0	2492.0	4461.0	1512.0	3891.0	4430.0	2687.0	525.0	2646.0	2216.0	11880.0	410.0	2045996.0	1832589.980648
sub-season214	1906.0	3523.0	3157.0	3305.0	4394.0	6494.0	3405.0	3250.0	1229.0	640.0	3040.0	3541.0	1329.0	2742.0	12095.0	21047.0	1709.0	2361.0	4080.0	3974.0	5604.0	5230.0	3294.0	7904.0	6288.0	7162.0	6396.0	4058.0	7382.0	6196.0	1974.0	882.0	1491.0	6438.0	2654.0	1829.0	8641.0	9431.0	500.0	363.0	2384.0	5474.0	7365.0	2400.0	3579.0	1891.0	834.0	2102.0	2469.0	1484.0	630.0	3092.0	4010.0	4811.0	893.0	5185.0	813.0	2251.0	1363.0	1307.0	3181.0	634.0	1025.0	2519.0	3445.0	1051.0	3934.0	2689.0	2091.0	493.0	2200.0	2178.0	12013.0	494.0	1765975.0	1545556.131925
sub-season215	2775.0	3132.0	2857.0	3402.0	3180.0	7582.0	4010.0	4002.0	2084.0	592.0	4172.0	3873.0	2171.0	2241.0	14027.0	21080.0	1743.0	2908.0	9452.0	4079.0	6199.0	5139.0	4636.0	9098.0	7727.0	7445.0	5910.0	5160.0	7265.0	6329.0	2091.0	651.0	752.0	5929.0	2394.0	1672.0	10034.0	12712.0	1040.0	345.0	2050.0	6660.0	8598.0	3453.0	3983.0	2027.0	1369.0	1742.0	2880.0	2245.0	639.0	3945.0	4122.0	5020.0	740.0	5043.0	2275.0	3146.0	1093.0	2187.0	3180.0	965.0	1061.0	3277.0	4176.0	1387.0	3642.0	3160.0	1855.0	701.0	1777.0	2826.0	13733.0	384.0	2007393.0	1890353.443068
sub-season216	1816.0	2631.0	3035.0	2266.0	3004.0	5630.0	2510.0	2617.0	1393.0	741.0	3013.0	3136.0	977.0	1940.0	9402.0	17916.0	1572.0	2155.0	4439.0	3205.0	4692.0	4188.0	3336.0	6944.0	6660.0	4933.0	5197.0	3382.0	6517.0	5146.0	1829.0	656.0	872.0	5234.0	1759.0	1596.0	5202.0	8282.0	530.0	397.0	2051.0	5104.0	5983.0	2217.0	3942.0	1717.0	1106.0	1563.0	1743.0	1108.0	498.0	2287.0	3141.0	3926.0	546.0	4971.0	864.0	1609.0	1272.0	1586.0	4052.0	711.0	710.0	1979.0	3702.0	886.0	2461.0	2456.0	1899.0	316.0	1476.0	1432.0	10286.0	383.0	1686333.0	1565935.634338
sub-season217	2156.0	2326.0	2405.0	2826.0	3039.0	5831.0	3107.0	2519.0	1655.0	555.0	3148.0	3525.0	1155.0	2322.0	8515.0	16744.0	1353.0	2512.0	4695.0	2438.0	4902.0	4500.0	3521.0	6247.0	5857.0	5921.0	4951.0	3447.0	6314.0	5354.0	2065.0	809.0	860.0	5809.0	2101.0	1535.0	6075.0	7552.0	440.0	380.0	2154.0	4897.0	6773.0	2929.0	3592.0	1701.0	897.0	2046.0	2079.0	1657.0	597.0	2870.0	3300.0	3333.0	322.0	3967.0	1013.0	1703.0	1223.0	1387.0	2435.0	552.0	828.0	1938.0	2625.0	1273.0	3093.0	2566.0	1907.0	503.0	1448.0	1830.0	8685.0	461.0	1583567.0	1508800.304795
