rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-season111	777.0	725.0	1105.0	832.0	947.0	1948.0	1116.0	1077.0	464.0	186.0	1520.0	803.0	311.0	670.0	2401.0	4767.0	412.0	483.0	1206.0	935.0	1337.0	2090.0	1267.0	1748.0	2108.0	1909.0	1809.0	1586.0	2009.0	2087.0	615.0	398.0	244.0	1296.0	543.0	600.0	2001.0	2005.0	331.0	199.0	1016.0	1993.0	1237.0	1827.0	2421.0	1062.0	395.0	935.0	915.0	993.0	186.0	1465.0	1578.0	1790.0	330.0	2948.0	715.0	750.0	577.0	1013.0	1240.0	389.0	488.0	988.0	1633.0	1159.0	1828.0	1389.0	1068.0	337.0	1038.0	1118.0	4488.0	169.0	90342.3	1899669.0	1839944.701833
sub-season112	809.0	790.0	1049.0	1210.0	985.0	2183.0	1056.0	1203.0	474.0	167.0	1552.0	910.0	333.0	878.0	3490.0	4962.0	433.0	517.0	1582.0	1202.0	1190.0	2228.0	1022.0	2214.0	2841.0	1771.0	2116.0	1560.0	2362.0	2297.0	595.0	256.0	307.0	1357.0	878.0	655.0	2425.0	2272.0	254.0	152.0	1088.0	2606.0	1847.0	2112.0	2702.0	1004.0	540.0	771.0	908.0	747.0	452.0	1700.0	1517.0	2269.0	468.0	3193.0	745.0	1116.0	405.0	693.0	1370.0	506.0	484.0	993.0	1566.0	1012.0	2231.0	1961.0	979.0	242.0	1151.0	1243.0	4695.0	316.0	100172.0	1991731.0	1866319.603862
sub-season114	564.0	898.0	897.0	826.0	817.0	1531.0	747.0	887.0	272.0	142.0	1266.0	856.0	238.0	457.0	2205.0	4834.0	305.0	299.0	1113.0	1246.0	1287.0	1309.0	548.0	1519.0	2230.0	1380.0	1422.0	1148.0	1632.0	1554.0	495.0	283.0	191.0	991.0	598.0	515.0	1267.0	1716.0	239.0	168.0	953.0	2101.0	1033.0	1305.0	2112.0	891.0	315.0	696.0	830.0	435.0	315.0	1092.0	1138.0	1542.0	284.0	2327.0	428.0	894.0	517.0	681.0	1350.0	234.0	456.0	773.0	1465.0	600.0	1497.0	946.0	1180.0	139.0	778.0	775.0	4405.0	133.0	75512.0	1594501.0	1463036.570722
sub-season116	640.0	913.0	759.0	1011.0	834.0	2103.0	1071.0	1060.0	473.0	166.0	1676.0	1046.0	331.0	915.0	2577.0	4998.0	417.0	511.0	1904.0	1116.0	1325.0	2099.0	751.0	1613.0	2065.0	1385.0	1450.0	1488.0	1656.0	1557.0	555.0	231.0	197.0	1282.0	594.0	600.0	1171.0	2137.0	276.0	155.0	939.0	2316.0	1277.0	2102.0	1978.0	820.0	447.0	833.0	1041.0	689.0	344.0	1818.0	1754.0	1925.0	310.0	2065.0	641.0	1051.0	503.0	618.0	1555.0	381.0	583.0	885.0	1661.0	850.0	1943.0	1355.0	891.0	219.0	1009.0	951.0	5280.0	223.0	88363.8	1853772.0	1647607.876188
sub-season117	803.0	917.0	1258.0	1132.0	942.0	2143.0	1190.0	1446.0	420.0	186.0	1254.0	935.0	335.0	626.0	3000.0	5196.0	456.0	556.0	1455.0	974.0	996.0	1686.0	1193.0	2186.0	2163.0	2054.0	1808.0	1443.0	2238.0	2035.0	478.0	366.0	380.0	1717.0	765.0	546.0	2195.0	2012.0	252.0	247.0	1104.0	2455.0	1488.0	1659.0	2332.0	1413.0	509.0	843.0	908.0	1043.0	279.0	1141.0	2100.0	2177.0	302.0	2412.0	729.0	897.0	379.0	702.0	1248.0	427.0	407.0	1070.0	1159.0	1174.0	1931.0	1087.0	1427.0	234.0	794.0	891.0	4413.0	254.0	93368.5	2020812.0	1881811.932601
sub-season119	766.0	844.0	845.0	824.0	858.0	1685.0	824.0	870.0	318.0	166.0	1312.0	794.0	240.0	462.0	2152.0	4604.0	393.0	305.0	1487.0	788.0	1231.0	1453.0	990.0	1759.0	2061.0	1690.0	1717.0	1098.0	1253.0	1641.0	658.0	401.0	238.0	1123.0	648.0	529.0	1653.0	2025.0	241.0	151.0	1101.0	2229.0	1602.0	1454.0	1914.0	889.0	355.0	798.0	790.0	663.0	284.0	1388.0	1463.0	1830.0	411.0	2297.0	666.0	615.0	538.0	762.0	1422.0	348.0	496.0	702.0	1534.0	716.0	1867.0	1248.0	727.0	309.0	690.0	982.0	4578.0	107.0	80873.0	1670736.0	1562273.317563
sub-season120	935.0	802.0	1026.0	953.0	1103.0	2095.0	896.0	1056.0	362.0	195.0	1448.0	953.0	336.0	494.0	3141.0	5449.0	402.0	697.0	1552.0	1097.0	1145.0	1593.0	916.0	1999.0	1971.0	1578.0	2153.0	1183.0	1954.0	1500.0	461.0	264.0	354.0	1260.0	667.0	492.0	1749.0	1748.0	265.0	154.0	967.0	2059.0	1550.0	1275.0	2214.0	1087.0	372.0	860.0	803.0	858.0	318.0	1600.0	2350.0	1991.0	442.0	2347.0	949.0	884.0	441.0	755.0	1618.0	298.0	430.0	974.0	1422.0	718.0	1851.0	1413.0	1173.0	359.0	704.0	803.0	3740.0	267.0	88288.6	1868388.0	1666242.769937
sub-season121	739.0	1228.0	1031.0	1132.0	822.0	2082.0	888.0	1052.0	520.0	369.0	2029.0	742.0	316.0	450.0	2957.0	5140.0	453.0	558.0	2262.0	1248.0	1373.0	2192.0	1005.0	2036.0	2362.0	1592.0	1943.0	1744.0	2363.0	2168.0	561.0	256.0	335.0	1232.0	541.0	574.0	1609.0	2185.0	245.0	194.0	998.0	3572.0	1236.0	2781.0	2721.0	906.0	423.0	850.0	988.0	1065.0	528.0	1016.0	1893.0	2508.0	206.0	2741.0	1270.0	1131.0	804.0	661.0	1217.0	403.0	408.0	1085.0	1722.0	931.0	2132.0	1467.0	1393.0	294.0	1165.0	992.0	5727.0	212.0	99974.6	2013998.0	1888531.516722
sub-season122	734.0	715.0	916.0	970.0	803.0	2343.0	1199.0	1102.0	405.0	190.0	1553.0	1149.0	223.0	677.0	3118.0	4808.0	463.0	588.0	1521.0	1267.0	1516.0	1755.0	842.0	1914.0	1831.0	1890.0	2244.0	1432.0	1594.0	2423.0	611.0	264.0	297.0	1287.0	804.0	578.0	1517.0	1785.0	281.0	161.0	1078.0	2427.0	1370.0	1600.0	2105.0	1140.0	429.0	825.0	1008.0	665.0	347.0	1954.0	1928.0	1823.0	239.0	2482.0	586.0	1439.0	485.0	670.0	1956.0	417.0	516.0	1144.0	1598.0	1237.0	1728.0	1413.0	795.0	331.0	1127.0	931.0	4203.0	226.0	91994.4	1875626.0	1800090.211769
sub-season123	708.0	960.0	869.0	1455.0	865.0	2502.0	1105.0	1106.0	470.0	279.0	1681.0	1212.0	504.0	582.0	3369.0	5396.0	481.0	649.0	1684.0	1409.0	1870.0	2468.0	1162.0	2269.0	1933.0	1992.0	1921.0	1394.0	1600.0	1913.0	637.0	192.0	440.0	1629.0	629.0	814.0	1719.0	2401.0	272.0	241.0	1163.0	2242.0	1357.0	2365.0	1829.0	864.0	567.0	1014.0	1261.0	586.0	485.0	2132.0	2283.0	2239.0	262.0	2151.0	696.0	1145.0	540.0	1003.0	1641.0	363.0	509.0	1061.0	2379.0	1093.0	1927.0	1433.0	1016.0	340.0	988.0	1231.0	4760.0	155.0	99861.6	2050727.0	1859570.015429
sub-season124	803.0	881.0	1101.0	804.0	812.0	1595.0	778.0	790.0	266.0	159.0	1265.0	697.0	259.0	507.0	2594.0	4224.0	383.0	388.0	1728.0	986.0	1223.0	1846.0	885.0	2133.0	1966.0	1613.0	1602.0	1250.0	1489.0	1687.0	490.0	412.0	268.0	1144.0	611.0	567.0	1572.0	1987.0	283.0	156.0	987.0	2294.0	1312.0	1430.0	1891.0	750.0	428.0	919.0	836.0	887.0	391.0	1389.0	1574.0	1389.0	186.0	2600.0	999.0	1002.0	689.0	715.0	1370.0	433.0	451.0	894.0	1394.0	834.0	1627.0	1066.0	624.0	291.0	924.0	1022.0	4996.0	247.0	83039.7	1800721.0	1690908.580525
sub-season125	617.0	994.0	1065.0	1044.0	861.0	2096.0	932.0	987.0	308.0	159.0	1363.0	880.0	271.0	680.0	2919.0	4421.0	424.0	597.0	1580.0	1331.0	1366.0	2276.0	686.0	1743.0	1851.0	1521.0	1884.0	1263.0	1511.0	2103.0	556.0	295.0	258.0	1187.0	731.0	615.0	1594.0	2076.0	316.0	175.0	992.0	2407.0	1422.0	1565.0	1929.0	934.0	380.0	806.0	977.0	591.0	319.0	1444.0	2213.0	1930.0	391.0	1935.0	819.0	1045.0	479.0	1071.0	1578.0	322.0	590.0	827.0	1728.0	766.0	1765.0	1159.0	919.0	296.0	881.0	806.0	4832.0	233.0	87888.5	1832870.0	1608718.911125
sub-season126	694.0	677.0	1066.0	1229.0	934.0	1798.0	989.0	894.0	397.0	199.0	1476.0	837.0	265.0	378.0	3291.0	4666.0	427.0	454.0	1288.0	874.0	963.0	1982.0	743.0	1965.0	2353.0	1722.0	1460.0	1288.0	1918.0	1712.0	524.0	347.0	200.0	1101.0	661.0	589.0	1943.0	2044.0	160.0	133.0	994.0	2253.0	1363.0	1424.0	2293.0	973.0	354.0	643.0	815.0	762.0	440.0	1353.0	1634.0	1627.0	343.0	2467.0	636.0	825.0	252.0	744.0	1493.0	326.0	465.0	1056.0	1588.0	724.0	1938.0	1214.0	1362.0	206.0	1096.0	826.0	4500.0	160.0	85794.1	1740868.0	1664326.550661
sub-season127	806.0	844.0	900.0	917.0	955.0	2206.0	1022.0	1037.0	439.0	188.0	1708.0	892.0	339.0	521.0	3145.0	4805.0	416.0	565.0	1559.0	1012.0	1524.0	2186.0	653.0	2005.0	2022.0	1474.0	1468.0	1438.0	1853.0	1700.0	574.0	296.0	312.0	1384.0	795.0	434.0	1890.0	2137.0	297.0	252.0	1027.0	2700.0	1389.0	1946.0	2247.0	918.0	468.0	758.0	1031.0	631.0	360.0	1375.0	1726.0	1866.0	179.0	2399.0	590.0	1001.0	754.0	768.0	1569.0	507.0	448.0	1096.0	1599.0	1023.0	2014.0	1295.0	857.0	172.0	627.0	1207.0	4802.0	228.0	90550.7	1922793.0	1788638.710277
sub-season128	683.0	1086.0	1098.0	1107.0	894.0	1858.0	829.0	773.0	377.0	187.0	1768.0	882.0	309.0	701.0	2303.0	4644.0	477.0	510.0	1619.0	1107.0	1160.0	2195.0	793.0	1689.0	2066.0	1676.0	1459.0	1437.0	1745.0	1954.0	606.0	425.0	348.0	1171.0	675.0	589.0	1765.0	1978.0	319.0	240.0	1011.0	2289.0	1215.0	1909.0	2180.0	754.0	373.0	807.0	887.0	1028.0	353.0	1322.0	1581.0	1896.0	218.0	1840.0	730.0	963.0	697.0	811.0	1032.0	260.0	556.0	928.0	1811.0	811.0	2004.0	1096.0	1217.0	211.0	783.0	1031.0	4112.0	229.0	86446.4	1698582.0	1630272.864062
sub-season129	657.0	760.0	885.0	900.0	798.0	1959.0	874.0	982.0	333.0	161.0	1379.0	1021.0	320.0	486.0	2313.0	5051.0	354.0	548.0	1667.0	981.0	1268.0	1582.0	649.0	1916.0	1924.0	1655.0	1262.0	1258.0	1516.0	1333.0	440.0	230.0	265.0	1116.0	565.0	461.0	1556.0	1860.0	212.0	171.0	1000.0	1975.0	1415.0	1780.0	1933.0	951.0	439.0	864.0	971.0	925.0	264.0	1400.0	1447.0	1476.0	346.0	2117.0	482.0	957.0	499.0	644.0	1458.0	247.0	405.0	795.0	1312.0	849.0	1371.0	1073.0	786.0	204.0	646.0	877.0	4375.0	181.0	80131.0	1648872.0	1500330.289239
sub-season130	760.0	1154.0	929.0	873.0	598.0	1924.0	957.0	1025.0	447.0	206.0	1510.0	902.0	287.0	645.0	2505.0	4556.0	476.0	860.0	1767.0	1074.0	1519.0	1650.0	856.0	2081.0	2219.0	1295.0	1245.0	1047.0	1670.0	1702.0	444.0	94.0	251.0	1134.0	677.0	565.0	1622.0	1928.0	263.0	160.0	977.0	2331.0	1254.0	1726.0	2206.0	942.0	528.0	851.0	1087.0	514.0	303.0	1251.0	1388.0	1719.0	261.0	2464.0	686.0	1024.0	722.0	970.0	1819.0	489.0	363.0	960.0	1494.0	1150.0	1063.0	998.0	959.0	243.0	755.0	1061.0	4674.0	94.0	85205.1	1776542.0	1550210.219428
sub-season131	885.0	814.0	1086.0	1199.0	796.0	1992.0	1059.0	1007.0	343.0	154.0	1440.0	963.0	329.0	766.0	2929.0	4841.0	334.0	433.0	1484.0	1119.0	1223.0	2335.0	1116.0	2266.0	2410.0	1598.0	1669.0	1276.0	1768.0	1879.0	554.0	117.0	277.0	1192.0	617.0	655.0	1703.0	2237.0	300.0	201.0	1138.0	2418.0	1264.0	1950.0	2137.0	894.0	411.0	769.0	816.0	814.0	283.0	2021.0	1557.0	1748.0	228.0	2336.0	570.0	1102.0	585.0	771.0	1489.0	461.0	486.0	1105.0	1511.0	802.0	1856.0	1457.0	1098.0	334.0	755.0	1083.0	5256.0	252.0	91120.9	1924837.0	1769658.917433
sub-season132	543.0	613.0	646.0	854.0	709.0	1447.0	658.0	761.0	306.0	158.0	1425.0	809.0	207.0	534.0	2426.0	3748.0	302.0	371.0	1055.0	852.0	1140.0	1704.0	665.0	1529.0	1832.0	1434.0	1350.0	1050.0	1230.0	1380.0	442.0	226.0	215.0	965.0	449.0	450.0	1279.0	1466.0	280.0	259.0	1020.0	2061.0	1186.0	1280.0	1647.0	591.0	274.0	737.0	850.0	485.0	501.0	1001.0	1500.0	1422.0	328.0	1926.0	488.0	680.0	457.0	663.0	1177.0	221.0	417.0	697.0	1893.0	710.0	1484.0	977.0	874.0	179.0	786.0	627.0	3569.0	199.0	70678.9	1468198.0	1438778.843677
sub-season133	824.0	596.0	986.0	905.0	941.0	2030.0	1002.0	1181.0	315.0	213.0	1373.0	824.0	247.0	502.0	2096.0	4864.0	396.0	461.0	1215.0	998.0	1191.0	1780.0	859.0	1892.0	1799.0	1338.0	1680.0	1215.0	1459.0	1870.0	504.0	218.0	246.0	1111.0	616.0	610.0	1332.0	1620.0	364.0	145.0	1066.0	2061.0	1219.0	1823.0	2155.0	791.0	476.0	720.0	951.0	774.0	234.0	1471.0	1813.0	1949.0	252.0	2288.0	509.0	877.0	393.0	684.0	1204.0	341.0	568.0	870.0	1531.0	769.0	1485.0	1168.0	734.0	213.0	629.0	774.0	4235.0	227.0	81068.8	1720390.0	1525111.068804
sub-season134	628.0	1262.0	965.0	1404.0	715.0	2269.0	1108.0	1062.0	403.0	216.0	1460.0	1135.0	159.0	694.0	2980.0	4664.0	449.0	594.0	1525.0	857.0	1221.0	2093.0	1285.0	2134.0	2270.0	1946.0	1748.0	1431.0	1862.0	1565.0	576.0	420.0	336.0	1284.0	742.0	694.0	1830.0	2291.0	366.0	308.0	1187.0	2361.0	1212.0	1695.0	2207.0	897.0	400.0	1030.0	1223.0	1018.0	413.0	1743.0	1524.0	2120.0	219.0	2952.0	686.0	743.0	770.0	545.0	1477.0	356.0	494.0	1096.0	1758.0	1059.0	1928.0	1829.0	810.0	265.0	1080.0	1289.0	5181.0	277.0	94797.6	1889041.0	1801835.406833
sub-season135	751.0	691.0	804.0	946.0	954.0	1566.0	666.0	709.0	338.0	200.0	1378.0	990.0	313.0	715.0	2139.0	4538.0	360.0	436.0	1313.0	1062.0	991.0	1539.0	723.0	1807.0	1637.0	1906.0	1772.0	987.0	1255.0	1950.0	538.0	132.0	278.0	934.0	815.0	478.0	1945.0	1531.0	234.0	297.0	1116.0	1996.0	1544.0	1301.0	1685.0	770.0	381.0	768.0	950.0	1059.0	278.0	1382.0	950.0	1585.0	161.0	2321.0	517.0	879.0	411.0	604.0	1547.0	250.0	390.0	1011.0	1895.0	629.0	1611.0	1166.0	832.0	179.0	1067.0	1076.0	3526.0	190.0	78639.6	1740537.0	1616004.375605
